origin,named,timePublished,orgName,ip,hostName,authority,datePublished,currency,exitAccept,callingCode,longitude,asName,nicHdl,guard,contactInfo,routerName,netName,badExit,mntRef,fingerPrint,organisation,dirPort,orPort,techc,fast,signingKey,platform,valid,remarks,sourceName,capital,latitude,stable,nameIndividual,familyMembers,descriptorPublishDate,phone,status,platformVersion,exitTrueFalse,description,upTimeSeconds,abuseC,route,consensusBandwidth,exitReject,faxNo,onionKey,running,exitAddressDate,inetNum,hibernating,region,postalAddress,exitNode,orgType,firstSeen,lastStatusDate,orAddress,adminc,siteOperator,language,mntby,v2Dir,country,descriptorPublishTime,bandwidth,emailIndividual,person,asNumber,bandwidthUnits,memberOf,exitAddressTime,badDirectory,lastStatusTime
,,,,87.132.17.19,,,,EUR ,,49 ,9 ,,,,,,,,,,,,,,,,,,,tordata8b,Berlin ,51 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,German ,,,Germany (Deutschland),,,,,,,,,,
,,,,68.69.169.131,,,,"USD,USN,USS ",,1 ,-111.7123 ,,,,,,,,,,,,,,,,,,,tordata8b,Washington D.C. ,40.6247 ,,,,,,,,,,,,,,,,,,,,,"Americas, Northern America ",,,,,,,,,English ,,,United States (United States),,,,,,,,,,
,,,,188.78.209.211,,,,EUR ,,34 ,-0.8773 ,,,,,,,,,,,,,,,,,,,tordata8b,Madrid ,41.6561 ,,,,,,,,,,,,,,,,,,,,,"Europe, Southern Europe ",,,,,,,,,"Spanish,Basque,Catalan,Galician,Occitan ",,,Spain (Espa�a),,,,,,,,,,
,,,,200.129.11.217,,,,BRL ,,55 ,-46.6358 ,,,,,,,,,,,,,,,,,,,tordata8b,Bras�lia ,-23.5477 ,,,,,,,,,,,,,,,,,,,,,"Americas, South America ",,,,,,,,,Portuguese ,,,Brazil (Brasil),,,,,,,,,,
,,,,87.106.46.143,,,,EUR ,,49 ,9 ,,,,,,,,,,,,,,,,,,,tordata8b,Berlin ,51 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,German ,,,Germany (Deutschland),,,,,,,,,,
,,,,148.251.227.14,,,,EUR ,,49 ,9 ,,,,,,,,,,,,,,,,,,,tordata8b,Berlin ,51 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,German ,,,Germany (Deutschland),,,,,,,,,,
,,,,176.58.120.22,,,,GBP ,,44 ,-0.13 ,,,,,,,,,,,,,,,,,,,tordata8b,London ,51.5 ,,,,,,,,,,,,,,,,,,,,,"Europe, Northern Europe ",,,,,,,,,English ,,,United Kingdom (United Kingdom),,,,,,,,,,
,,,,109.111.160.8,,,,RUB ,,7 ,87.1 ,,,,,,,,,,,,,,,,,,,tordata8b,Moscow ,53.75 ,,,,,,,,,,,,,,,,,,,,,"Europe, Eastern Europe ",,,,,,,,,Russian ,,,Russia (??????),,,,,,,,,,
AS31334,,"T13:27:59Z,T09:42:03Z,T12:15:46Z",,188.193.42.104,,,"2009-06-09,2015-06-06,2009-06-12",EUR ,,49 ,9 ,,KDG40-RIPE,,,,KABEL-DEUTSCHLAND-CUSTOMER-SERVICES-20,,,,,,,KDG40-RIPE,,,,,,tordata8b,Berlin ,51 ,,,,,,ASSIGNED PA,,,"Kabel Deutschland Breitband Customer 20,Kabeldeutschland Route",,,188.193.0.0/17,,,,,,,188.192.0.0 - 188.193.255.255,,"Europe, Western Europe ","Kabel Deutschland Vertrieb und Service GmbH,Germaniastr. 14-17,12099 Berlin,Germany",,,,"2015-06-08,2015-06-16,2009-06-12",,"KDG40-RIPE,FM464-RIPE,BG4745-RIPE",,German ,"MNT-KABELDEUTSCHLAND,MNT-KABELDEUTSCHLAND,MNT-KABELDEUTSCHLAND",,Germany (Deutschland),,,,,,,,,,"T14:24:47Z,T20:32:52Z,T12:15:46Z"
,,,,128.199.139.224,,,,SGD ,,65 ,103.8558 ,,,,,,,,,,,,,,,,,,,tordata8b,Singapore ,1.2931 ,,,,,,,,,,,,,,,,,,,,,"Asia, South-Eastern Asia ",,,,,,,,,"English,Malay,Mandarin,Tamil ",,,Singapore (Singapore),,,,,,,,,,
,,,,95.143.172.188,,,,EUR ,,49 ,9 ,,,,,,,,,,,,,,,,,,,tordata8b,Berlin ,51 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,German ,,,Germany (Deutschland),,,,,,,,,,
,,,,216.24.174.245,,,,"USD,USN,USS ",,1 ,-84.4432 ,,,,,,,,,,",/BDRV",,,,,,,,,tordata8b,Washington D.C. ,33.793 ,,,,,,,,,,,,,,,,,,,,,"Americas, Northern America ",,,,,,,,,English ,,,United States (United States),,,,,,,,,,
,,,,79.214.46.17,,,,EUR ,,49 ,11.5393 ,,,,,,,,,,,,,,,,,,,tordata8b,Berlin ,48.1171 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,German ,,,Germany (Deutschland),,,,,,,,,,
,,,,192.227.175.239,,,,"USD,USN,USS ",,1 ,-78.7279 ,,,,,,,,,,,,,,,,,,,tordata8b,Washington D.C. ,42.9864 ,,,,,,,,,,,,,,,,,,,,,"Americas, Northern America ",,,,,,,,,English ,,,United States (United States),,,,,,,,,,
,,,,77.23.96.211,,,,EUR ,,49 ,9 ,,,,,,,,,,,,,,,,,,,tordata8b,Berlin ,51 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,German ,,,Germany (Deutschland),,,,,,,,,,
AS13037,,"T10:43:58Z,T12:24:23Z,T00:00:00Z,T09:24:22Z",Zen Internet Ltd,88.97.77.255,,,"2005-08-03,2004-04-17,1970-01-01,2015-11-19",GBP ,,44 ,-0.2776 ,,ZIRA1-RIPE,,,,UK-ZEN-20050803,,"ZEN-MNT,RIPE-NCC-HM-MNT",,",:            ORG-ZIL1-RIPE,anisation,:   ORG-ZIL1-RIPE,,-name:       Zen Internet Ltd,,-type:       LIR",,,"ZIRA1-RIPE,JG2751-RIPE,BD2493-RIPE",,,,,,tordata8b,London ,51.6547 ,,,,,"+44 1706 902000,+44 1706 902 000",ALLOCATED PA,,,"Zen Internet Ltd,Zen Internet Ltd",,AR18024-RIPE,88.96.0.0/15,,,"+44 1706 902005,+44 1706 902 005",,,,88.96.0.0 - 88.99.255.255,,"Europe, Northern Europe ","Sandbrook Park,,OL11 1RY,Rochdale,UNITED KINGDOM,Zen Internet,Sandbrook Park,Sandbrook Way,Rochdale,OL11 1RY,United Kingdom",,LIR,,"2005-08-03,2015-07-23,2015-07-23,2015-11-19",,"ZIRA1-RIPE,BD2493-RIPE,RT1337-RIPE,ZIRA1-RIPE,JG2751-RIPE,RT1337-RIPE",,English ,"RIPE-NCC-HM-MNT,RIPE-NCC-HM-MNT,ZEN-MNT,ZEN-MNT",,United Kingdom (United Kingdom),,,,,,,,,,"T10:43:58Z,T08:58:53Z,T10:11:51Z,T09:24:22Z"
,,,,84.216.250.222,,,,SEK ,,46 ,18.0686 ,,,,,,,,,,,,,,,,,,,tordata8b,Stockholm ,59.3294 ,,,,,,,,,,,,,,,,,,,,,"Europe, Northern Europe ",,,,,,,,,Swedish ,,,Sweden (Sverige),,,,,,,,,,
,,,,45.55.255.27,,,,"USD,USN,USS ",,1 ,-73.9865 ,,,,,,,,,,,,,,,,,,,tordata8b,Washington D.C. ,40.749 ,,,,,,,,,,,,,,,,,,,,,"Americas, Northern America ",,,,,,,,,English ,,,United States (United States),,,,,,,,,,
,,,,146.198.75.192,,,,GBP ,,44 ,-0.0941 ,,,,,,,,,,,,,,,,,,,tordata8b,London ,51.5144 ,,,,,,,,,,,,,,,,,,,,,"Europe, Northern Europe ",,,,,,,,,English ,,,United Kingdom (United Kingdom),,,,,,,,,,
,,,,188.166.105.157,,,,EUR ,,31 ,4.8897 ,,,,,,,,,,,,,,,,,,,tordata8b,Amsterdam ,52.374 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,Dutch ,,,Netherlands (Nederland),,,,,,,,,,
,,,,212.186.78.90,,,,EUR ,,43 ,16.3667 ,,,,,,,,,,,,,,,,,,,tordata8b,Vienna ,48.2 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,German ,,,Austria (�sterreich),,,,,,,,,,
,,,,73.24.36.58,,,,"USD,USN,USS ",,1 ,-92.2444 ,,,,,,,,,,,,,,,,,,,tordata8b,Washington D.C. ,34.8036 ,,,,,,,,,,,,,,,,,,,,,"Americas, Northern America ",,,,,,,,,English ,,,United States (United States),,,,,,,,,,
,,,,83.81.254.224,,,,EUR ,,31 ,4.9 ,,,,,,,,,,,,,,,,,,,tordata8b,Amsterdam ,52.3667 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,Dutch ,,,Netherlands (Nederland),,,,,,,,,,
,,,,85.214.68.105,,,,EUR ,,49 ,13.4 ,,,,,,,,,,,,,,,,,,,tordata8b,Berlin ,52.5167 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,German ,,,Germany (Deutschland),,,,,,,,,,
,,,,190.216.2.136,,,,ARS ,,54 ,-58.3816 ,,,,,,,,,,,,,,,,,,,tordata8b,Buenos Aires ,-34.6033 ,,,,,,,,,,,,,,,,,,,,,"Americas, South America ",,,,,,,,,Spanish ,,,Argentina (Argentina),,,,,,,,,,
,,,,54.68.29.170,,,,"USD,USN,USS ",,1 ,-119.529 ,,,,,,,,,,,,,,,,,,,tordata8b,Washington D.C. ,45.7788 ,,,,,,,,,,,,,,,,,,,,,"Americas, Northern America ",,,,,,,,,English ,,,United States (United States),,,,,,,,,,
,,,,212.227.20.116,,,,EUR ,,49 ,9 ,,,,,,,,,,,,,,,,,,,tordata8b,Berlin ,51 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,German ,,,Germany (Deutschland),,,,,,,,,,
,,,,150.107.150.102,,,,IDR ,,62 ,106.8294 ,,RS98-AP,,,,IDNIC-IDCOLO-ID,,,,,,,"RS98-AP,RS98-AP",,,,,,tordata8b,Jakarta ,-6.1744 ,,,,,+62-61-4558100,ASSIGNED PORTABLE,,,"PT Media Andalan Nusa,Corporate / Direct Member IDNIC,Cyber Building 7th Floor,Jl. Kuningan Barat  No.8,Jakarta Selatan 12710",,,,,,,,,,150.107.148.0 - 150.107.151.255,,"Asia, South-Eastern Asia ","PT Media Andalan Nusa,Cyber Building 7th Floor,Jl. Kuningan Barat  No.8,Jakarta Selatan 12710,PT. Media Antar Nusa,NUSANET,Kompleks Multatuli Indah, Blok D No. 1,Medan 20151",,,,,,"RS98-AP,RS98-AP",,Indonesian ,"MNT-APJII-ID,MAINT-ID-IDCOLO,MAINT-ID-NUSANET",,Indonesia (Indonesia),,,,Rully Sumbayak,,,,,,
,,,,188.40.99.69,,,,EUR ,,49 ,9 ,,,,,,,,,,,,,,,,,,,tordata8b,Berlin ,51 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,German ,,,Germany (Deutschland),,,,,,,,,,
,,,,104.236.96.166,,,,"USD,USN,USS ",,1 ,-73.9865 ,,,,,,,,,,,,,,,,,,,tordata8b,Washington D.C. ,40.749 ,,,,,,,,,,,,,,,,,,,,,"Americas, Northern America ",,,,,,,,,English ,,,United States (United States),,,,,,,,,,
,,,,108.180.159.252,,,,CAD ,,1 ,-123.1322 ,,,,,,,,,,,,,,,,,,,tordata8b,Ottawa ,49.2559 ,,,,,,,,,,,,,,,,,,,,,"Americas, Northern America ",,,,,,,,,"English,French ",,,Canada (Canada),,,,,,,,,,
,,,,81.246.213.229,,,,EUR ,,32 ,4.3528 ,,,,,,,,,,,,,,,,,,,tordata8b,Brussels ,50.8466 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,"Dutch,French,German ",,,Belgium (Belgi�),,,,,,,,,,
AS31200,,"T17:48:18Z,T09:49:38Z,T13:28:43Z,T08:56:18Z,T03:15:53Z",,37.192.250.116,,,"2012-04-19,2009-12-29,2011-01-19,2009-03-26,2012-05-10",RUB ,,7 ,37.6166 ,,"CYBS-RIPE,RAIF-RIPE,SHAN-RIPE",,,,RU-NTK-20120321,,,,,,,"SHAN-RIPE,RAIF-RIPE",,,,,INFRA-AW,tordata8b,Moscow ,55.75 ,,,,,"+7 383 2090000,+7 383 2090000,+7 383 2090000",ASSIGNED PA,,,"subnet 37.192.248-255 ethernet pool,Novotelecom Ltd.",,,37.192.0.0/16,,,,,,,37.192.248.0 - 37.192.255.255,,"Europe, Eastern Europe ","Novotelecom ltd.,Deputatskaya, 48,630099 Novosibirsk Russia,Novotelecom Ltd.,Novosibirsk, Russia,Novotelecom Ltd.,Deputatskaya, 48,630099 Novosibirsk Russia",,,,"2012-04-19,2010-01-27,2012-01-20,2015-10-02,2012-05-10",,CYBS-RIPE,,Russian ,"RU-NTK-MNT,RU-NTK-MNT,RU-NTK-MNT,RU-NTK-MNT",,Russia (??????),,,,"Mikhail Lomov,Pavel V Stepanov,Andrei A. Shulzhenko",,,,,,"T17:48:18Z,T08:24:17Z,T17:01:38Z,T05:25:45Z,T03:15:53Z"
,,,,75.138.7.14,,,,"USD,USN,USS ",,1 ,-87.5392 ,,,,,,,,,,,,,,,,,,,tordata8b,Washington D.C. ,33.1092 ,,,,,,,,,,,,,,,,,,,,,"Americas, Northern America ",,,,,,,,,English ,,,United States (United States),,,,,,,,,,
,,,,67.177.219.20,,,,"USD,USN,USS ",,1 ,-105.1187 ,,,,,,,,,,,,,,,,,,,tordata8b,Washington D.C. ,39.7427 ,,,,,,,,,,,,,,,,,,,,,"Americas, Northern America ",,,,,,,,,English ,,,United States (United States),,,,,,,,,,
,,,,93.185.109.191,,,,CZK ,,420 ,14.4167 ,,,,,,,,,,,,,,,,,,,tordata8b,Prague ,50.0833 ,,,,,,,,,,,,,,,,,,,,,"Europe, Eastern Europe ",,,,,,,,,Czech ,,,Czech Republic (?esk� republika),,,,,,,,,,
,,,,82.158.235.38,,,,EUR ,,34 ,-3.7026 ,,,,,,,,,,,,,,,,,,,tordata8b,Madrid ,40.4165 ,,,,,,,,,,,,,,,,,,,,,"Europe, Southern Europe ",,,,,,,,,"Spanish,Basque,Catalan,Galician,Occitan ",,,Spain (Espa�a),,,,,,,,,,
,,,,176.58.96.199,,,,GBP ,,44 ,-0.13 ,,,,,,,,,,,,,,,,,,,tordata8b,London ,51.5 ,,,,,,,,,,,,,,,,,,,,,"Europe, Northern Europe ",,,,,,,,,English ,,,United Kingdom (United Kingdom),,,,,,,,,,
,,,,46.166.136.162,,,,EUR ,,31 ,4.9 ,,,,,,,,,,,,,,,,,,,tordata8b,Amsterdam ,52.3667 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,Dutch ,,,Netherlands (Nederland),,,,,,,,,,
,,,,178.62.217.134,,,,EUR ,,31 ,4.8897 ,,,,,,,,,,,,,,,,,,,tordata8b,Amsterdam ,52.374 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,Dutch ,,,Netherlands (Nederland),,,,,,,,,,
,,,,104.131.132.66,,,,"USD,USN,USS ",,1 ,-122.4194 ,,,,,,,,,,,,,,,,,,,tordata8b,Washington D.C. ,37.7749 ,,,,,,,,,,,,,,,,,,,,,"Americas, Northern America ",,,,,,,,,English ,,,United States (United States),,,,,,,,,,
AS8402,,"T10:14:50Z,T00:00:00Z,T16:08:28Z",,95.27.163.172,,,"2010-05-12,1970-01-01,2009-10-07",RUB ,,7 ,37.6156 ,,CORB1-RIPE,,,,BEELINE-BROADBAND,,,,,,,"CORB1-RIPE,MCS91-RIPE",,,,,"-----------------------------------------------------------,Feel free to contact Corbina Telecom NOC to,resolve networking problems related to Corbina,-----------------------------------------------------------,User support, general questions:     support@corbina.net,Routing, peering, security:          ipnoc@corbina.net,Report spam and abuse:               abuse@corbina.net,Mail and news:                       postmaster@corbina.net,DNS:                                 hostmaster@corbina.net,-----------------------------------------------------------",tordata8b,Moscow ,55.7522 ,,,,,+7 495 755 5648,ASSIGNED PA,,,"Dynamic IP Pool for broadband customers,RU-CORBINA-BROADBAND-POOL1",,,95.27.163.0/24,,,+7 495 787 1990,,,,95.24.0.0 - 95.30.255.255,,"Europe, Eastern Europe ","CORBINA TELECOM/Internet Network Operations,Kozhevnicheskij proezd, 1,Moscow, Russia,115114",,,,"2011-10-24,2013-10-03,2011-04-28",,"CORB1-RIPE,AK644-RIPE",,Russian ,"RU-CORBINA-MNT,RU-CORBINA-MNT,RU-CORBINA-MNT",,Russia (??????),,,,,,,,,,"T07:14:07Z,T13:09:08Z,T09:03:36Z"
,,,,91.89.239.85,,,,EUR ,,49 ,9.0972 ,,,,,,,,,,,,,,,,,,,tordata8b,Berlin ,49.0225 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,German ,,,Germany (Deutschland),,,,,,,,,,
,,,,177.141.16.50,,,,BRL ,,55 ,-46.6361 ,,,,,,,,,,,,,,,,,,,tordata8b,Bras�lia ,-23.5475 ,,,,,,,,,,,,,,,,,,,,,"Americas, South America ",,,,,,,,,Portuguese ,,,Brazil (Brasil),,,,,,,,,,
,,,,69.47.50.217,,,,"USD,USN,USS ",,1 ,-82.9317 ,,,,,,,,,,,,,,,,,,,tordata8b,Washington D.C. ,39.9537 ,,,,,,,,,,,,,,,,,,,,,"Americas, Northern America ",,,,,,,,,English ,,,United States (United States),,,,,,,,,,
,,,,88.133.193.192,,,,EUR ,,49 ,13.4506 ,,,,,,,,,,,,,,,,,,,tordata8b,Berlin ,48.5732 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,German ,,,Germany (Deutschland),,,,,,,,,,
,,,,190.10.8.176,,,,CRC ,,506 ,-84.0833 ,,,,,,,,,,,,,,,,,,,tordata8b,San Jos� ,9.9333 ,,,,,,,,,,,,,,,,,,,,,"Americas, Central America ",,,,,,,,,Spanish ,,,Costa Rica (Costa Rica),,,,,,,,,,
,,,,80.57.63.179,,,,EUR ,,31 ,4.9 ,,,,,,,,,,,,,,,,,,,tordata8b,Amsterdam ,52.3667 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,Dutch ,,,Netherlands (Nederland),,,,,,,,,,
AS12824,,"T15:58:23Z,T12:12:16Z,T11:45:00Z",,46.41.132.84,,,"2013-03-05,2004-01-28,2011-04-17",PLN ,,48 ,21.0167 ,,hNA8-RIPE,,,,HOMEPL,,,,,,,"hNA8-RIPE,GB10591-RIPE,ZMOR4-RIPE,MAV256-RIPE",,,,,,tordata8b,Warsaw ,52.2333 ,,,,,"+48 801 44 55 55,+48 91 432 55 55",ASSIGNED PA,,,"home.pl webhosting farm - static allocation,home.pl network",,,46.41.128.0/18,,,+48 91 432 55 99,,,,46.41.128.0 - 46.41.158.255,,"Europe, Eastern Europe ","home.pl S.A.,Zbozowa 4,70-653 Szczecin,Poland",,,,"2013-03-05,2014-12-01,2011-04-17",,"hNA8-RIPE,GB10591-RIPE",,Polish ,"HOMENET-MNT,HOMENET-MNT,HOMENET-MNT",,Poland (Polska),,,,,,,,,,"T15:58:23Z,T12:34:03Z,T11:45:00Z"
,,,,90.225.64.84,,,,SEK ,,46 ,18.0686 ,,,,,,,,,,,,,,,,,,,tordata8b,Stockholm ,59.3294 ,,,,,,,,,,,,,,,,,,,,,"Europe, Northern Europe ",,,,,,,,,Swedish ,,,Sweden (Sverige),,,,,,,,,,
,,,,67.215.255.140,,,,"USD,USN,USS ",,1 ,-117.7942 ,,,,,,,,,,,,,,,,,,,tordata8b,Washington D.C. ,33.7633 ,,,,,,,,,,,,,,,,,,,,,"Americas, Northern America ",,,,,,,,,English ,,,United States (United States),,,,,,,,,,
,,,,198.46.142.47,,,,"USD,USN,USS ",,1 ,-78.7279 ,,,,,,,,,,,,,,,,,,,tordata8b,Washington D.C. ,42.9864 ,,,,,,,,,,,,,,,,,,,,,"Americas, Northern America ",,,,,,,,,English ,,,United States (United States),,,,,,,,,,
,,,,62.178.197.151,,,,EUR ,,43 ,16.3339 ,,,,,,,,,,,,,,,,,,,tordata8b,Vienna ,48.2591 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,German ,,,Austria (�sterreich),,,,,,,,,,
,,,,95.24.166.138,,,,RUB ,,7 ,37.6166 ,,,,,,,,,,,,,,,,,,,tordata8b,Moscow ,55.75 ,,,,,,,,,,,,,,,,,,,,,"Europe, Eastern Europe ",,,,,,,,,Russian ,,,Russia (??????),,,,,,,,,,
,,,,81.169.152.100,,,,EUR ,,49 ,13.4 ,,,,,,,,,,,,,,,,,,,tordata8b,Berlin ,52.5167 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,German ,,,Germany (Deutschland),,,,,,,,,,
,,,,107.191.112.237,,,,"USD,USN,USS ",,1 ,-122.348 ,,,,,,,,,,,,,,,,,,,tordata8b,Washington D.C. ,47.6145 ,,,,,,,,,,,,,,,,,,,,,"Americas, Northern America ",,,,,,,,,English ,,,United States (United States),,,,,,,,,,
,,,,87.174.227.241,,,,EUR ,,49 ,9.9719 ,,,,,,,,,,,,,,,,,,,tordata8b,Berlin ,53.5818 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,German ,,,Germany (Deutschland),,,,,,,,,,
,,,,158.255.215.41,,,,EUR ,,33 ,2.35 ,,,,,,,,,,,,,,,,,,,tordata8b,Paris ,48.86 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,French ,,,France (France),,,,,,,,,,
,,,,95.211.226.242,,,,EUR ,,31 ,4.8897 ,,,,,,,,,,,,,,,,,,,tordata8b,Amsterdam ,52.374 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,Dutch ,,,Netherlands (Nederland),,,,,,,,,,
,,,,195.154.63.245,,,,EUR ,,33 ,2.35 ,,,,,,,,,,,,,,,,,,,tordata8b,Paris ,48.86 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,French ,,,France (France),,,,,,,,,,
,,,,104.167.107.9,,,,CAD ,,1 ,-80.5011 ,,,,,,,,,,,,,,,,,,,tordata8b,Ottawa ,43.4106 ,,,,,,,,,,,,,,,,,,,,,"Americas, Northern America ",,,,,,,,,"English,French ",,,Canada (Canada),,,,,,,,,,
,,,,128.199.205.242,,,,SGD ,,65 ,103.8558 ,,,,,,,,,,,,,,,,,,,tordata8b,Singapore ,1.2931 ,,,,,,,,,,,,,,,,,,,,,"Asia, South-Eastern Asia ",,,,,,,,,"English,Malay,Mandarin,Tamil ",,,Singapore (Singapore),,,,,,,,,,
,,,,209.123.162.66,,,,"USD,USN,USS ",,1 ,-74.4564 ,,,,,,,,,,",/NAC",,,,,,,,,tordata8b,Washington D.C. ,40.8221 ,,,,,,,,,,,,,,,,,,,,,"Americas, Northern America ",,,,,,,,,English ,,,United States (United States),,,,,,,,,,
,,,,37.58.59.88,,,,EUR ,,49 ,9 ,,,,,,,,,,,,,,,,,,,tordata8b,Berlin ,51 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,German ,,,Germany (Deutschland),,,,,,,,,,
,,,,88.198.43.41,,,,EUR ,,49 ,11.0683 ,,,,,,,,,,,,,,,,,,,tordata8b,Berlin ,49.4478 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,German ,,,Germany (Deutschland),,,,,,,,,,
,,,,51.255.27.27,,,,EUR ,,33 ,2.35 ,,,,,,,,,,,,,,,,,,,tordata8b,Paris ,48.86 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,French ,,,France (France),,,,,,,,,,
,,,,153.120.42.137,,,,JPY ,,81 ,135.52 ,,,,,,,,,,,,,,,,,,,tordata8b,Tokyo ,34.6864 ,,,,,,,,,,,,,,,,,,,,,"Asia, Eastern Asia ",,,,,,,,,Japanese ,,,Japan (??),,,,,,,,,,
,,,,176.198.117.61,,,,EUR ,,49 ,7.0851 ,,,,,,,,,,,,,,,,,,,tordata8b,Berlin ,50.7272 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,German ,,,Germany (Deutschland),,,,,,,,,,
,,,,212.109.223.243,,,,RUB ,,7 ,37.6166 ,,,,,,,,,,,,,,,,,,,tordata8b,Moscow ,55.75 ,,,,,,,,,,,,,,,,,,,,,"Europe, Eastern Europe ",,,,,,,,,Russian ,,,Russia (??????),,,,,,,,,,
,,"T10:29:14Z,T14:59:01Z,T18:34:57Z","Digital Ocean, Inc.",128.199.250.159,,,"2004-07-20,2012-11-29,2012-12-21",SGD ,,65 ,103.8558 ,,BU332-RIPE,,,,DOPI1,,"digitalocean,RIPE-NCC-HM-MNT",,",:            ORG-DOI2-RIPE,anisation,:   ORG-DOI2-RIPE,,-name:       Digital Ocean, Inc.,,-type:       LIR",,,BU332-RIPE,,,,,"For information on ""status:"" attribute read https://www.ripe.net/data-tools/db/faq/faq-status-values-legacy-resources",tordata8b,Singapore ,1.2931 ,,,,,"+1 888 890 6714,+16463978051","LEGACY,"" attribute read https://www.ripe.net/data-tools/db/faq/faq-status-values-legacy-resources",,,DigitalOcean Cloud,,AD10778-RIPE,,,,,,,,128.199.0.0 - 128.199.255.255,,"Asia, South-Eastern Asia ","101 Ave of the Americas,New York,10013,UNITED STATES,101 Ave of the Americas, 10th Floor,New York, NY 10013",,LIR,,"2015-05-05,2015-11-19,2014-09-03",,BU332-RIPE,,"English,Malay,Mandarin,Tamil ","digitalocean,RIPE-NCC-HM-MNT,digitalocean",,Singapore (Singapore),,,,Ben Uretsky,,,,,,"T01:52:51Z,T16:11:55Z,T16:32:57Z"
,,,,68.119.254.167,,,,"USD,USN,USS ",,1 ,-90.2694 ,,,,,,,,,,,,,,,,,,,tordata8b,Washington D.C. ,38.6253 ,,,,,,,,,,,,,,,,,,,,,"Americas, Northern America ",,,,,,,,,English ,,,United States (United States),,,,,,,,,,
,,,,104.207.133.20,,,,"USD,USN,USS ",,1 ,-74.2579 ,,,,,,,,,,,,,,,,,,,tordata8b,Washington D.C. ,40.4169 ,,,,,,,,,,,,,,,,,,,,,"Americas, Northern America ",,,,,,,,,English ,,,United States (United States),,,,,,,,,,
,,,,81.169.181.95,,,,EUR ,,49 ,13.4 ,,,,,,,,,,,,,,,,,,,tordata8b,Berlin ,52.5167 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,German ,,,Germany (Deutschland),,,,,,,,,,
,,,,198.211.122.191,,,,EUR ,,31 ,4.8897 ,,,,,,,,,,,,,,,,,,,tordata8b,Amsterdam ,52.374 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,Dutch ,,,Netherlands (Nederland),,,,,,,,,,
,,,,89.22.97.58,,,,EUR ,,49 ,9 ,,,,,,,,,,,,,,,,,,,tordata8b,Berlin ,51 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,German ,,,Germany (Deutschland),,,,,,,,,,
,,,,119.204.78.49,,,,KRW ,,82 ,126.98 ,,,,,,,,,,,,,,,,,,,tordata8b,Seoul ,37.57 ,,,,,,,,,,,,,,,,,,,,,"Asia, Eastern Asia ",,,,,,,,,Korean ,,,Republic of Korea (????),,,,,,,,,,
,,,,45.55.170.65,,,,"USD,USN,USS ",,1 ,-73.9865 ,,,,,,,,,,,,,,,,,,,tordata8b,Washington D.C. ,40.749 ,,,,,,,,,,,,,,,,,,,,,"Americas, Northern America ",,,,,,,,,English ,,,United States (United States),,,,,,,,,,
